time_numeric,Sea_Ice_Concentration,NAO,AO,ENSO,solar_radiation,Central Arctic,Chukchi Sea,East Siberian Sea,Beaufort Sea,Canadian Archipelago,Laptev Sea,Kara Sea,Barents Sea
1993.666667,-0.0096756,-0.13,0.279,0.41,6011.11,0.03031668,-0.252150702,-0.14391676,-0.25816129,-0.07702246,-0.03579159,-0.038581053,0.024983542
1993.75,-0.00765812,1.05,-0.199,0.36,575.127,0.009478646,-0.127713921,-0.016985377,-0.290806452,-0.045927986,-0.040917733,-0.094092632,0.01845293
1993.833333,-0.00219542,1.37,0.285,0.28,-71.303,-0.018997583,-0.086651341,0.011824522,-0.051440092,-0.000698752,-0.007349177,-0.053431579,-0.004982225
1993.916667,-0.0028479,1.09,-1.731,0.31,96.4341,-0.015837228,-0.012909323,0.017160855,-0.021396313,0.000596078,-0.00228702,-0.050489825,-0.005556287
1994,-0.00020184,-0.56,-3.783,-0.04,-17.503,-0.010394037,-0.02555811,-0.000773903,-0.004354839,-0.005331907,0.002670932,0.014700351,0.076857143
1994.083333,-0.000485,-0.04,-1.046,-0.35,3578.375,0.001489927,-0.058393359,0.002542182,0.006679724,-0.0016,-0.000535649,0.021964912,0.119669519
1994.166667,-0.00225994,0.59,1.117,-0.28,543.06,-0.003183723,-0.021586207,0.011448819,0.000294931,0.001879501,0.006744059,0.01426807,0.043052008
1994.25,-0.0012147,0.17,0.66,-0.33,-9774.15,-0.002974214,-0.006408685,0.007075366,0.003423963,0.004429234,0.011321755,0.004609123,-0.004510862
1994.333333,0.0031579,0.21,1.492,-0.47,5103.75,0.000986301,0.018278416,0.032382452,-0.008571429,-0.000959715,0.033290676,0.006891228,0.032957209
1994.416667,0.0049778,2.11,2.126,-0.03,6312.6,-0.000232071,0.115024266,0.035255343,0.162205069,-0.019649198,0.035731261,0.051873684,-0.016242265
1994.5,0.0075453,4.49,0.862,0.01,14446.25,-0.033319098,0.255478927,0.291174353,0.254686636,-0.008946881,-0.027590494,0.039288421,-0.046363397
1994.583333,0.00498346,0.26,1.221,0.4,18771.28,-0.014867043,0.216122605,0.317716535,0.152048387,-0.026669519,-0.040672761,-0.014990877,-0.026761027
1994.666667,0.00645406,-0.75,0.277,0.13,9661.09,-0.015184529,0.259218391,0.290535433,0.179198157,-0.006964706,-0.046396709,-0.014784561,-0.032479263
1994.75,0.00199936,-0.26,0.739,0.69,950.976,0.010172442,0.241708812,0.053788526,0.226080645,0.002705169,-0.130279707,-0.107555088,-0.050248848
1994.833333,0.00156716,-1.92,0.777,1.11,-123.933,0.033652699,0.216799489,-0.004404949,0.052092166,-0.018298752,4.75E-05,0.031086316,0.044658328
1994.916667,-0.0001124,0.46,0.998,1.09,-186.9084,0.022459307,0.03164751,-0.00495613,0.024099078,0.001052406,0.001383912,0.033009123,-0.00521659
1995,-0.00178802,-0.11,0.134,0.92,6.9227,0.01481386,0.027859515,0.009847019,0.009290323,0.002324421,0.007261426,-0.01237193,-0.07324424
1995.083333,-0.0029519,0.68,2.291,0.67,-3593.68,0.009806608,0.06389272,-0.001223847,0.004990783,0.002397148,-0.002559415,-0.042884211,-0.132068466
1995.166667,-0.00362151,-0.01,-1.488,0.35,-4520.18,0.001997583,0.022288633,0.003156355,0.003923963,-0.000593226,0.00520841,-0.023768421,-0.108337064
1995.25,-0.00630616,-1.99,-1.188,0.02,-12776.75,-0.002091056,-0.000541507,-0.000983127,-0.017831797,-3.28E-05,0.002972578,-0.119797895,-0.147294273
1995.333333,-0.00905065,-0.92,-0.776,-0.42,-16993.94,-0.008133763,-0.044229885,-0.011048369,-0.04137788,0.008523351,-0.014658135,-0.089298246,-0.131311389
1995.416667,-0.0087604,-1.39,-1.718,-0.46,2646.85,0.018062047,-0.042426564,0.044470191,-0.158993088,-0.011945811,-0.063146252,-0.128496842,-0.058376564
1995.5,-0.0088736,-1.53,-0.568,-0.45,-27417.75,0.054133763,-0.129568327,-0.08535883,-0.205806452,0.007837433,-0.107431444,-0.138057544,-0.016497696
1995.583333,-0.0058845,0.31,-0.284,-1.16,-12287.3,0.02842224,-0.005146871,-0.121403825,-0.128746544,0.01543672,-0.162581353,-0.084600702,-0.001710336
1995.666667,-0.00813526,1.63,-0.465,-1.32,-155.28,0.012714746,-0.079254151,-0.21184252,-0.10668894,0.003245633,-0.178521024,-0.047294035,-0.000279131
1995.75,-0.0140757,1.16,-0.099,-1.63,-593.55,-0.07611523,-0.263461047,-0.201102362,-0.134921659,0.018345811,-0.154515539,-0.024698947,-0.032707044
1995.833333,-0.0077997,-2.02,-2.502,-2.21,417.54,-0.025542305,-0.316628352,-0.052413948,-0.020587558,0.013688414,-0.008886654,-0.040207719,-0.032412113
1995.916667,-0.0049264,-3.69,-3.021,-2.2,354.8631,-0.009221595,-0.093706258,-0.035471316,-0.00890553,0.000765775,-0.007411335,-0.005337544,0.040138249
1996,-0.00777454,-1.05,-1.046,-1.88,-309.879,-0.019228848,-0.023553001,-0.010488189,-0.002129032,-0.000527629,-0.004279707,-0.01714386,0.016179065
1996.083333,-0.0045321,-1.21,-1.266,-1.59,2288.71,-0.021066882,-0.025016603,-0.015968504,-0.006186636,-0.00173975,0.003658135,0.018874386,0.09636998
1996.166667,-0.00484135,-1.49,-1.876,-1.07,14307.68,-0.018701048,-0.018378033,-0.011802025,-0.014260369,-0.00352656,-0.00197075,-0.002491228,0.055271889
1996.25,-0.00126274,0.68,-0.562,-0.75,27223.18,-0.006676873,-0.010648787,-0.008508436,0.013154378,0.002609626,-0.005592322,0.112230175,0.130934826
1996.333333,0.00403725,0.43,0.665,-0.27,46106.34,0.000138598,-0.016546616,-0.027156355,0.071771889,5.85E-05,0.011875686,0.103061053,0.114102699
1996.416667,0.01034636,0.43,0.609,-0.3,18929.5,-0.004586624,-0.11201788,-0.029448819,0.107145161,0.025828164,0.141839122,0.157272982,0.068797893
1996.5,0.01475775,0.89,0.932,-0.23,60027.5,0.032532635,-0.039167305,0.135511811,0.152917051,-0.010334403,0.234862888,0.185374035,0.032082949
1996.583333,0.0121655,0.33,-0.419,0.41,8937.58,-0.029638195,-0.095177522,0.301174353,0.121304147,0.035057398,0.311820841,0.14805193,0.004201448
1996.666667,0.0136428,-1.17,-0.591,0.39,-13828.67,-0.041946817,-0.041798212,0.383397075,0.136195853,0.024845633,0.403201097,0.141075088,-0.000375247
1996.75,0.01760264,-0.52,0.108,0.44,-4873.303,0.050399678,0.063335888,0.226357705,0.186794931,-0.015727629,0.32990128,0.185622456,0.016302831
1996.833333,-0.00307425,0.82,0.859,0.69,260.091,-0.011893634,0.003971903,0.021320585,0.009195853,-0.012721569,0.009994516,-0.075062456,-0.080574062
1996.916667,-0.0005671,0.26,0.406,0.31,-367.46,0.010404512,0.01837037,-0.00168054,-0.000870968,-0.01245918,0.014725777,-0.030734035,-0.043928901
1997,0.00289435,-0.37,0.743,0.33,471.9288,0.018003223,0.007274585,-0.003410574,0.003165899,-0.00527344,-0.004043876,0.02522386,0.022352864
1997.083333,0.00528415,1.77,1.726,0.49,-553.5,0.020303787,0.019696041,0.011496063,0.012605991,-0.002976114,0.003740402,0.015403509,0.030980908
1997.166667,0.0046074,1.7,2.574,0.36,-5071.48,0.011601934,0.013095785,0.008274466,0.013976959,0.001042424,0.000319927,0.007430175,0.030485846
1997.25,0.0021259,-0.85,1.849,0.63,-8783.3,0.010640612,0.002590038,-0.005016873,-0.001085253,-0.006879144,-0.018499086,-0.006321404,0.103079658
1997.333333,-0.00097416,0.78,-0.735,1.02,-37214.15,0.007839645,0.017537676,0.028425197,0.005481567,0.003104456,-0.011996344,-0.077397895,-0.004945359
1997.416667,-0.0081197,-2.03,-1.312,1.53,-1552.65,0.00520145,0.006393359,-0.028899888,-0.048564516,0.019757576,-0.090915905,-0.108138947,-0.02723634
1997.5,-0.01150012,-0.33,-1.146,2,-49308.65,-0.024221595,-0.032508301,-0.120364454,-0.092898618,0.014649554,-0.137987203,-0.129741754,0.003019092
1997.583333,-0.0083146,-0.19,-0.004,2.11,14699.06,0.037950846,0.016641124,-0.230533183,-0.027329493,0.007435294,-0.194115174,-0.108498246,0.00042528
1997.666667,-0.0091313,1.47,1.335,2.58,3399.75,0.026618856,-0.052825032,-0.171941507,-0.106076037,0.045763993,-0.266585009,-0.112471579,0.001849901
1997.75,-0.01305774,-1.37,-0.883,2.8,788.955,-0.027918614,-0.175164751,-0.06895838,-0.158711982,0.034522638,-0.168839122,-0.179555088,-0.015462804
1997.833333,0.0026688,-0.34,-0.797,2.82,-888.321,0.007890411,-0.079049808,-0.007874016,-0.012891705,0.013639929,0.000159049,0.09018386,0.067241606
1997.916667,0.00164014,0.45,1.65,2.93,-133.0157,-0.023428687,0.013514687,0.033271091,0.008887097,0.004493405,-0.003676417,0.057129825,0.045741935
1998,0.00493282,0.88,-1.624,2.91,-497.8912,-0.015578566,0.013085568,0.012188976,0.010866359,0.00866025,-0.000685558,0.003604211,0.033949967
1998.083333,0.00340615,-1.81,-2.072,2.4,-1105.37,-0.009332796,0.006436782,0.007412823,-0.00506682,0.004566132,-0.006155393,0.012238596,0.069973667
1998.166667,0.00230556,-0.59,-1.345,1.59,-553.93,-0.001911362,0.001568327,0.006434196,-0.015942396,-0.000730125,-0.000473492,0.020783158,0.113636603
1998.25,0.0033947,0.34,-0.362,0.62,7512.46,-0.004311845,0.006796935,0.016692913,-0.040156682,-0.001190731,0.028149909,0.020974035,0.060680711
1998.333333,0.00173956,-1.04,1.39,-0.07,7159.35,-0.010324738,0.054526181,0.005275591,-0.101041475,-0.031267023,0.01247532,0.073580351,0.115847268
1998.416667,-0.00050581,-1.25,0.104,-1.48,-15046.35,0.003123288,0.137067688,0.016812148,-0.198317972,-0.069321925,0.002579525,0.117640702,0.107346939
1998.5,-0.00082303,-0.82,0.219,-2.55,22867.34,-0.024392425,0.057180077,0.023709786,-0.200458525,-0.041445989,0.027446069,0.138522105,0.020991442
1998.583333,-0.00439665,-0.85,0.529,-3.17,-45009.9,-0.069176471,-0.076395913,0.038627672,-0.251776498,-0.090020677,0.07104936,0.098731228,0.00636998
1998.666667,-0.0066998,-2.61,-1.245,-3.39,729.34,-0.03169299,-0.150699872,-0.004281215,-0.28135023,-0.151731907,0.061765996,0.098202105,0.01118104
1998.75,0.0026044,1.41,0.994,-3.82,4306.84,0.024622885,-0.046252874,0.046474691,-0.229767281,-0.127672014,0.133151737,0.270014035,0.044330481
1998.833333,-0.00234325,0.62,-0.788,-3.87,1288.579,-0.007856567,0.101969349,0.025608549,-0.125854839,-0.029316221,0.000113346,0.093793684,0.050709677
1998.916667,-0.00402394,1.83,1.424,-3.98,150.8147,0.007933118,0.023828863,-0.003975253,-0.034776498,-0.002424242,-0.004347349,0.005169123,0.021009875
1999,-0.00243104,0.38,2.191,-4.07,301.2144,0.005858179,0.001466156,0.000155231,-0.012748848,0.002779323,0.003126143,0.006923509,0.021670836
1999.083333,-0.003632,0.4,0.665,-3.35,-309.586,-0.005240129,0.001272031,0.002969629,-0.000691244,0.00468877,0.001500914,-0.018324211,-0.058313364
1999.166667,-0.00015366,-0.64,-1.238,-2.29,-1139.72,0.000165995,0.009621967,4.95E-05,0.017080645,0.007382531,0.005107861,0.002785965,-0.064423963
1999.25,0.004173,-0.27,0.322,-1.89,376.72,0.002837228,0.010804598,-0.001556805,0.053101382,0.008657398,-0.005648995,0.000419649,-0.075428571
1999.333333,0.0033217,2.24,-0.203,-1.72,-2543.3,0.000248993,-0.00308046,0.003545557,0.092509217,0.031694831,-0.000546618,-0.006520702,-0.02358262
1999.416667,0.00131135,3.84,1.418,-0.8,1335.85,-0.013438356,-0.007795658,-0.022866142,0.218235023,0.046793583,-0.022074954,-0.008185263,-0.051049375
1999.5,0.001783,-0.42,0.21,-0.18,-19910.84,-0.001309428,0.000265645,-0.057966254,0.246460829,0.026528342,-0.075137112,0.034808421,-0.03880711
1999.583333,0.00124015,0.41,-1.322,0.06,24216.18,0.062663175,-0.018222222,-0.069466817,0.110271889,0.026042068,-0.149773309,-0.011894737,0.004236998
1999.666667,0.000319,2.36,1.109,0.17,700.35,0.030763094,0.045813538,-0.043741282,0.131041475,0.029307665,-0.130319927,-0.078892632,0.001772219
1999.75,0.002034,0.49,-0.3,0.23,-3456.415,-0.002682514,0.117517241,-0.055181102,0.262133641,0.081895187,-0.090067642,-0.116123509,-0.02401185
1999.833333,0.0046893,0.93,2.06,-0.12,-1169.545,-0.002089444,0.20460281,0.017856018,0.173550691,0.02892549,0.004870201,-0.073055439,-0.11564582
1999.916667,0.00105587,0.74,-0.31,-0.05,213.9607,0.002159549,0.021167305,0.011586052,0.045889401,0.012407843,0.00264351,-0.041272982,-0.098484529
2000,-0.00419603,-0.17,1.16,-0.08,32.5513,-0.022617244,0.005749681,0.007257593,0.013023041,-0.001303387,-0.000597806,-0.020798596,-0.146217248
2000.083333,-0.0051087,1.41,0.594,-0.23,1394.133,0.004585818,-0.00416092,0.003887514,0.011709677,-0.006294474,-0.005314442,-0.018367719,-0.140955892
2000.166667,-0.0051099,0.54,1.041,-0.03,2571.35,-0.00239726,-0.014968072,0.002292463,0.001880184,-0.002579679,0.000652651,-0.023309474,-0.127564187
2000.25,-0.0073572,0.92,-0.563,0.24,-3679.62,0.006962933,-0.008666667,-0.002899888,0.000403226,0.000342246,-0.0116234,-0.010129123,-0.143460171
2000.333333,-0.0049929,0.66,0.743,0.29,11064.3,0.009498791,0.016403576,-0.01031946,0.042235023,-0.001582888,-0.037522852,-0.020364912,-0.184458196
2000.416667,-0.00222,-1.15,-0.121,0.4,24744.15,-0.018244158,-0.041494253,-0.006785152,0.021758065,-0.009833868,-0.045062157,-0.060589474,-0.098667544
2000.5,-0.0020508,-0.13,-0.647,0.5,20530.6,-0.022916197,0.027340996,-0.059721035,0.056361751,0.019006061,0.016517367,-0.143329123,-0.011816985
2000.583333,-5.91E-05,-0.68,0.816,0.73,8725.1,-0.029886382,0.111961686,0.033298088,0.109679724,0.009641355,0.039096892,-0.070442105,-0.018273864
2000.666667,0.0003132,-0.57,0.336,0.57,-3516.86,-0.027097502,0.069330779,-0.023568054,0.132626728,0.030554011,0.010672761,-0.017261754,-0.014231731
2000.75,-0.0019745,0.72,0.323,0.53,-3058.94,-0.016506849,0.137527458,0.012843645,0.043262673,0.029040998,-0.00423766,-0.11749193,-0.036591178
2000.833333,-0.00453926,-1.57,-2.192,0.79,-804.799,-0.013428687,-0.014993614,-0.001732283,0.001725806,0.013831016,-0.008157221,-0.070943158,-0.051909151
2000.916667,1.52E-05,-2.19,-3.397,0.82,-448.4338,-0.0074166,-0.033596424,-0.006994376,-0.006640553,0.001497326,9.51E-05,0.009257544,-0.024867676
2001,0.0014565,-0.35,-2.229,1.04,3.034,0.017544722,-0.013328225,-0.003880765,-0.004576037,0.002402852,-0.00035649,-0.01317614,-0.018315997
2001.083333,0.00297004,-1.25,-1.698,0.92,3342.488,-0.021193392,-0.010942529,-0.010661417,-0.006223502,0.009381818,0.001195612,-0.001473684,-0.000571429
2001.166667,0.0066853,-2.03,-1.236,0.5,9783.12,0.007591459,0.002229885,-0.01264342,0.002447005,0.005855258,-0.008021938,0.011107368,0.097482554
2001.25,0.0062927,0.03,1.185,0.38,13116.96,-0.000354553,-0.003034483,-0.007259843,-0.007820276,-0.000436364,0.010239488,0.014286316,0.084097433
2001.333333,0.00243247,-1.6,-0.517,0.52,-13987.04,-0.005731668,-0.024715198,-0.010042745,-0.012801843,-0.002593939,0.045550274,0.000595088,0.032068466
2001.416667,0.0006981,-0.17,-0.601,0.6,2740.69,0.004933118,-0.041478927,0.036985377,0.055440092,0.014491266,0.124215722,-0.014778947,0.002391047
2001.5,-0.0007373,0.78,0.618,0.63,448.3,0.005480258,-0.047121328,0.045091114,0.01297235,-0.005247772,0.09069287,-0.010207719,-0.023529954
2001.583333,0.0021997,0.22,0.377,0.44,-11894.5,-0.006348106,-0.024625798,-0.019973003,0.069958525,0.03211836,0.10540585,-0.007611228,-0.000538512
2001.666667,0.00332635,-0.44,-1.102,0.32,-3502.67,-0.025800161,0.047941252,0.066830146,-0.057069124,0.031703387,0.197369287,-0.004154386,-0.00125609
2001.75,0.00015203,-1.16,0.39,0.56,3062.04,-0.026199839,0.059203065,0.063554556,0.024262673,-0.029115152,0.051422303,-0.028251228,-0.002633311
2001.833333,0.00298956,1.55,2.4,0.42,1642.268,0.026575342,0.086646232,-0.00048144,-0.013239631,-0.018759358,-0.012665448,-0.001724912,0.061167874
2001.916667,-0.00445092,-0.25,1.032,0.51,440.6389,-0.016178082,0.039381865,0.001572553,-0.009050691,-0.012989661,-0.008669104,-0.082517895,0.001772219
2002,-0.00132384,0.19,2.34,0.58,-169.8836,-0.017074134,0.011392082,0.001847019,-0.006043779,-0.010967558,0.003941499,0.020482807,0.043133641
2002.083333,0.00192516,0.65,1.926,0.59,-3369.07,0.004494762,0.005220945,0.00727784,-0.001806452,-0.009053832,0.006027422,0.021459649,0.054451613
2002.166667,-0.00313716,1.95,2.589,0.49,-8370.98,-0.001389202,-0.016467433,0.008098988,-0.013407834,-0.0121041,0.006853748,0.008383158,-0.018134299
2002.25,-0.0080375,1.18,-0.158,0.51,-5170.9,-0.006167607,-0.028321839,0.003392576,-0.011223502,-0.00675508,0.000925046,-0.009487719,-0.067597103
2002.333333,-0.00291447,-0.2,-0.051,0.65,2795.04,0.005179694,-0.056347382,-0.036283465,-0.034103687,0.006086275,-0.007515539,0.020058947,0.021225806
2002.416667,0.00152025,0.58,0.588,0.91,-2188.69,0.020929089,-0.053938697,-0.080517435,-0.046426267,-0.001290553,-0.070197441,0.06618807,0.014331797
2002.5,0.00173103,0.87,0.359,0.78,18484.3,0.042815471,-0.040212005,-0.076580427,-0.015264977,0.023667736,-0.04050457,0.073918596,0.010674128
2002.583333,-0.007061,0.45,-0.75,0.92,-15764.28,-0.001099919,-0.121031928,-0.176654668,-0.095896313,-0.003379679,-0.110323583,0.010467368,0.004904542
2002.666667,-0.00655735,-0.05,0.664,1.29,11089.62,0.044454472,-0.196630907,-0.208175478,-0.143368664,-0.009677005,-0.130480804,0.051030175,0.005851218
2002.75,-0.00486683,-2.04,-2.196,1.39,5570.018,0.018149073,-0.261890166,-0.273138358,-0.116479263,-0.004339394,-0.020347349,0.142648421,0.050262014
2002.833333,-0.0037675,-0.81,-2.244,1.84,-300.084,-0.015337631,-0.208960409,-0.012265467,-0.064847926,-0.00501533,0.00761426,0.05890807,0.067585253
2002.916667,0.00112468,-0.11,-0.27,1.78,-77.1988,-0.013900081,-0.070510856,-0.0067964,-0.052799539,-0.003104456,0.006063985,0.106378947,0.08235813
2003,0.000498,-0.28,-1.853,0.75,108.0551,-0.007489122,-0.027067688,-0.003228346,-0.032241935,-0.005142246,-0.000511883,0.010151579,0.131190257
2003.083333,-0.001617,-0.48,-1.176,0.68,-1064.512,0.002228848,-0.004314176,-0.008092238,-0.01868894,-0.003346881,-0.00279159,0.007287018,0.062962475
2003.166667,0.00179363,-0.37,0.031,0.35,-5878.1,-0.00722079,0.025238825,0.001205849,-0.008119816,0.00114795,-0.01185192,0.001747368,0.058746544
2003.25,0.0011227,-1.36,-0.926,-0.16,-11676.06,-0.00289444,0.016436782,-0.001541057,-0.017486175,0.000158289,-0.005131627,0.007723509,0.073861751
2003.333333,-0.0032852,0.23,0.616,-0.92,14953.15,-0.009273973,-0.016462324,0.018053993,-0.026288018,-0.007851693,-0.026729433,-0.007045614,0.057277156
2003.416667,-0.00115788,-0.45,-0.675,-1.01,-14435.65,0.005049154,-0.016206897,0.03807874,-0.009414747,0.018365775,-0.019330896,-0.002001404,0.069668203
2003.5,-0.00331658,-0.49,-0.253,-0.53,-1664.05,-0.01309025,-0.076789272,-0.028260967,-0.11993318,-0.019612121,-0.086270567,0.064011228,0.058778144
2003.583333,0.00217535,-0.45,-0.051,-0.61,29171.28,0.007439162,-0.024234994,-0.08568279,-0.053900922,0.024934046,0.018159049,0.128390175,0.022571429
2003.666667,0.0003939,0.71,0.51,-0.82,946.8,-0.018940371,0.015530013,-0.160067492,0.025852535,0.025127986,-0.01178245,0.081486316,0.018570112
2003.75,-0.002901,1.02,0.819,-0.83,-3232.698,0.020202256,-0.015128991,-0.070980877,-0.076953917,-0.028606061,-0.078252285,-0.039723509,0.00321264
2003.833333,-0.00224926,1.04,2.067,-1.14,-581.001,0.012188558,-0.098651341,-0.020040495,0.007737327,-0.01003779,0.011650823,-0.009434386,-0.028886109
2003.916667,0.00160563,1.58,1.857,-0.94,-155.03,0.048161966,0.014807152,-0.003604049,0.042633641,0.007057398,-0.00361426,-0.02413614,0.020689928
2004,-0.00170332,-0.45,-1.214,-0.33,-218.7202,0.045209508,-0.04159387,-0.013183352,0.025935484,0.012774332,0.002786106,-6.32E-05,-0.028517446
2004.083333,-0.0056374,-0.76,-1.656,-0.41,-73.007,0.021374698,-0.019049808,-0.004114736,0.011808756,0.008965419,0.005974406,-0.009242105,-0.021396972
2004.166667,-0.00806467,0.7,-0.615,-0.24,1602.58,0.004389202,-0.021836526,-0.006377953,0.006476959,0.004162567,0.012449726,-0.004843509,-0.068301514
2004.25,-0.0049305,1.33,-0.231,0.21,-7502.1,-0.013297341,0.003014049,0.006276715,0.028859447,0.005431729,0.013575868,-0.000279298,-0.040526662
2004.333333,-0.00014566,0.18,-1.111,0.67,-4831.31,-0.010322321,0.037369093,0.036026997,0.049958525,0.012290909,0.044703839,-0.018996491,-0.071977617
2004.416667,0.00112413,-0.82,-0.134,0.42,1358.8,-0.014936342,0.041353768,0.032742407,-0.078382488,0.001438859,0.089760512,-0.062272281,-0.055094141
2004.5,0.00375445,1,-0.276,0.28,-11654.35,-0.032252216,0.077762452,0.112848144,0.050138249,0.013068093,0.185612431,-0.158899649,-0.036626728
2004.583333,0.00130325,-0.41,-0.44,0.5,-10478.84,-0.012327961,-0.004960409,0.117525309,0.035896313,0.012855615,0.164290676,-0.134576842,-0.02558262
2004.666667,0.0031652,0.37,0.388,0.54,-9010.44,0.016929089,0.025729246,0.137716535,0.086976959,0.03483779,0.12586106,-0.119334737,-0.024367347
2004.75,0.0041037,0.16,0.155,0.31,-1115.943,-0.001376309,-0.039126437,0.164740157,0.105262673,0.068183957,0.130872029,-0.032631579,-0.03884661
2004.833333,0.00400176,-0.13,0.036,0.33,-591.247,0.01668332,0.048212005,0.003871766,0.062638249,0.024835651,-0.004661792,-0.008039298,-0.027327189
2004.916667,0.00184144,0.57,0.965,0.31,-21.842,-0.002370669,0.009719029,0.006274466,0.024953917,0.009532977,-0.000511883,-0.010778947,-0.099631336
2005,-0.00292374,1.81,2.042,0.39,62.709,-0.013146656,0.049795658,0.016569179,0.003790323,0.001939394,-0.009447898,-0.040210526,-0.167831468
2005.083333,-0.00571706,0.08,0.257,0.13,2656.854,-0.023821112,0.032148148,0.014994376,0.009958525,0.005068093,-0.02254479,-0.064961404,-0.175943384
2005.166667,-0.0018903,-2.85,-1.666,0.33,544.96,0.004937953,0.013902937,0.004431946,0.011718894,0.005745455,-0.007352834,-0.006635789,-0.02922054
2005.25,0.0014064,-1.45,0.363,0.19,10266.78,0.011550363,0.009095785,-0.007703037,0.003267281,0.000141176,-0.018963437,-0.008204912,0.004606978
2005.333333,0.0001136,-1.44,-0.669,0.24,-7079.44,0.009197421,-0.014554278,-0.033079865,-0.035921659,-0.006091979,-0.04573309,-0.011072281,0.00761817
2005.416667,-0.00480746,0.84,-0.147,-0.09,-39557.65,0.017096696,0.007726692,-0.04063892,0.013976959,-0.020484848,-0.099334552,-0.019945263,-0.034911126
2005.5,-0.00669236,-1.64,0.171,-0.72,-24512.7,0.02989444,0.022715198,-0.106521935,0.003578341,-0.019602139,-0.197559415,-0.023198596,-0.025402238
2005.583333,-0.0047554,0.85,0.746,-0.81,-2601.98,0.0364166,0.041019157,-0.139968504,0.054262673,-0.047950089,-0.24890128,-0.043392281,-0.002244898
2005.666667,-0.0029102,0.25,-0.053,-0.85,9364.41,0.007486704,0.067328225,-0.112294713,0.142771889,-0.053708378,-0.259868373,-0.038331228,0.000279131
2005.75,-0.0063989,0.12,0.545,-0.79,-363.882,0.021783239,1.53E-05,-0.323640045,0.001559908,-0.016811408,-0.205179159,-0.085476491,0.007997367
2005.833333,-0.00132003,-1.04,-0.45,-1.25,-377.879,0.004806608,0.013586207,-0.028251969,0.011585253,-0.006382888,-0.00606947,-0.060760702,-0.017091508
2005.916667,-0.0044427,-1.65,-3.334,-1.66,-47.3709,-0.014099919,0.032648787,-0.002530934,-0.001587558,-0.006468449,3.84E-05,-0.059122807,-0.032934826
2006,-0.0032465,-0.25,-0.526,-1.57,-45.043,-0.057174859,0.028482759,-0.001480315,0.015375576,0.003054545,0.001215722,-0.031207018,-0.060479263
2006.083333,-0.0004177,-0.45,1.115,-1.03,-1167.42,-0.010150685,-0.009095785,-0.015165354,-0.014578341,-0.004772906,0.010570384,0.029524211,0.012900592
2006.166667,-0.00327816,0.55,-0.256,-1.16,6784.67,-0.003976632,0.000939974,-0.009797525,-0.008562212,-0.003515152,0.000767824,-0.014990877,-0.045741935
2006.25,-0.00203284,1.54,0.184,-0.58,-14528.28,-0.023628525,0.014444444,0.010206974,-0.001267281,-0.002119073,0.020943327,-0.001591579,-0.133249506
2006.333333,-0.00480801,0.11,0.919,-0.39,2715.3,-0.042358582,0.047706258,-0.004762655,0.030758065,-0.012704456,0.027630713,-0.018816842,-0.163468071
2006.416667,-0.00454564,0.89,1.454,-0.04,16001.25,-0.03755278,0.059598978,-0.053156355,0.096253456,-0.009046702,0.014104205,-0.022909474,-0.067298223
2006.5,-0.00135414,1.41,0.133,0.24,-11278.95,-0.034164384,0.034868455,0.031016873,0.070831797,-0.020058467,0.008259598,-0.017254737,-0.014563529
2006.583333,0.00125966,-2.1,-0.291,0.36,17275.48,-0.029340854,0.096482759,0.121772778,-0.026672811,-0.031321212,0.021065814,0.01173614,-0.00037393
2006.666667,-0.0006379,-2.25,-0.196,0.64,-10902.96,-0.000112812,0.000301405,0.020337458,-0.154391705,-0.043054545,0.103107861,0.038043509,0.000114549
2006.75,0.00016574,-1.26,-1.059,0.76,-270.461,-0.019935536,0.060155811,0.183417323,-0.152043779,-0.113078075,0.047634369,0.092756491,0.011797235
2006.833333,-0.00791264,0.75,0.293,1.58,1129.787,-0.046028203,-0.097846743,-0.002904387,-0.06040553,-0.024580392,0.003599634,0.050032281,-0.055786702
2006.916667,-0.00459445,1.78,4.386,2.06,69.7729,-0.008327156,-0.130168582,-0.008177728,-0.040062212,-0.004450624,0.00745521,0.049361404,-0.039025675
2007,0.00227084,-1.05,2.204,1.61,243.9034,0.04597502,-0.009425287,0.002834646,-0.018225806,-0.009012478,0.003071298,0.016822456,0.018281764
2007.083333,0.00299026,0.04,-1.151,0.8,743.183,0.016493151,-0.032983397,0.0076018,-2.76E-05,-0.005748307,0.014065814,0.029145263,0.037876234
2007.166667,0.00114751,2.72,2.786,0.53,-14748.41,-0.00671394,-0.013790549,0.003781777,-0.006728111,-0.002934759,-0.000497258,-0.013706667,-0.06484661
2007.25,-0.0025416,-1.07,0.406,0,-8759.76,0.026831587,-0.038748404,-0.00927784,-0.028582949,-0.003144385,-0.06164351,-0.064569825,-0.014828176
2007.333333,0.00350717,1.8,0.738,-0.38,12433.3,0.051905721,-0.017841635,0.011111361,-0.027642857,0.007657754,-0.077290676,0.010548772,0.067137591
2007.416667,-0.0020287,-2.15,-1.626,-0.35,-17463.6,0.00028606,-0.164217114,-0.048258718,-0.17614977,-0.009595722,-0.055241316,0.015748772,0.03885056
2007.5,-0.0073902,-1.48,-0.5,-0.6,33961.31,0.015081386,-0.214434227,-0.235748031,-0.232387097,0.000554724,-0.044170018,0.026971228,0.006451613
